"﻿Breed","Citysize","Gender","Neutralization","Age","Weight","Color","Adoption","Disease","Behavior","B_D"
"Mix","Small City","Female","No",4,10,"Black&White&Brown","No","No","Positive","PosNo"
"Non-Sporting","Big City","Male","No",5,4,"Brown","No","No","Negative","NegNo"
"Mix","Medium City","Male","No",1,1.9,"White","No","Yes","Neutral","NeuYes"
"Mix","Medium City","Male","No",1,0.88,"Brown","Yes","No","Positive","PosNo"
"Mix","Big City","Male","No",2,20,"White&Black","No","No","Negative","NegNo"
"Mix","Medium City","Male","No",3,8,"Black","No","No","Negative","NegNo"
"Mix","Medium City","Female","No",2,3,"Etc","No","No","Positive","PosNo"
"Mix","Big City","Male","No",6,5,"White","Yes","No","Positive","PosNo"
"Toy","Medium City","Female","No",11,3.2,"White","No","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",7,20,"Brown","No","No","Positive","PosNo"
"Toy","Medium City","Male","No",7,6,"Brown","No","Yes","Negative","NegYes"
"Mix","Medium City","Female","No",4,10,"Brown","Yes","No","Negative","NegNo"
"Toy","Medium City","Female","No",3,2.5,"White","Yes","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",3,8.7,"White&Brown","No","Yes","Neutral","NeuYes"
"Mix","Medium City","Male","No",1,3,"Brown","No","No","Negative","NegNo"
"Mix","Small City","Male","No",1,1,"White","Yes","No","Negative","NegNo"
"Mix","Medium City","Female","No",1,0.8,"White","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,3.88,"Black&Brown","Yes","Yes","Negative","NegYes"
"Toy","Medium City","Male","No",3,2.4,"Brown","Yes","No","Neutral","NeuNo"
"Mix","Small City","Male","No",3,9,"White","No","No","Positive","PosNo"
"Terrier","Big City","Male","No",3,2,"Black&Brown","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",2,3,"White","No","No","Negative","NegNo"
"Mix","Medium City","Female","No",1,1,"White","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,1.6,"Black&White&Brown","No","No","Positive","PosNo"
"Non-Sporting","Medium City","Male","No",7,4,"White","Yes","No","Negative","NegNo"
"Toy","Big City","Female","No",3,2.5,"Black&White&Brown","Yes","No","Positive","PosNo"
"Non-Sporting","Medium City","Male","No",4,32,"White&Black","No","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",1,20,"White","No","Yes","Negative","NegYes"
"Mix","Medium City","Female","No",3,8.6,"Black","Yes","No","Positive","PosNo"
"Working","Small City","Male","No",4,30,"White","Yes","No","Positive","PosNo"
"Mix","Small City","Male","No",3,5,"Black&White&Brown","No","No","Negative","NegNo"
"Mix","Big City","Male","No",3,9,"Black&Brown","No","Yes","Negative","NegYes"
"Toy","Medium City","Female","No",11,4.2,"White","Yes","No","Positive","PosNo"
"Mix","Big City","Female","No",1,2,"White","No","No","Positive","PosNo"
"Mix","Small City","Male","No",1,2,"White&Brown","No","No","Positive","PosNo"
"Mix","Small City","Male","No",5,18.75,"White","No","No","Positive","PosNo"
"Herding","Medium City","Male","No",1,3.7,"White&Brown","Yes","No","Neutral","NeuNo"
"Mix","Medium City","Female","No",2,1.5,"Brown","Yes","No","Positive","PosNo"
"Mix","Big City","Female","No",3,8.4,"White&Black","No","No","Negative","NegNo"
"Mix","Small City","Female","No",3,3,"White","Yes","Yes","Neutral","NeuYes"
"Non-Sporting","Big City","Male","Yes",5,4.3,"Brown","Yes","No","Negative","NegNo"
"Mix","Big City","Female","No",3,4,"White","Yes","No","Positive","PosNo"
"Mix","Medium City","Female","No",4,3.82,"White","No","No","Positive","PosNo"
"Mix","Small City","Female","No",6,11,"Brown","No","Yes","Negative","NegYes"
"Mix","Big City","Male","No",1,3,"Black&Brown","Yes","No","Positive","PosNo"
"Mix","Small City","Male","No",3,3,"White&Brown","No","No","Neutral","NeuNo"
"Non-Sporting","Medium City","Male","No",4,5.5,"Brown","No","Yes","Negative","NegYes"
"Mix","Medium City","Female","No",2,8.3,"White","No","No","Positive","PosNo"
"Hound","Big City","Female","No",5,8.2,"Etc","Yes","Yes","Neutral","NeuYes"
"Mix","Small City","Female","No",1,2,"White&Brown","Yes","No","Positive","PosNo"
"Mix","Small City","Female","No",3,4,"Brown","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",6,5,"Brown","Yes","No","Positive","PosNo"
"Mix","Medium City","Female","No",1,16,"Brown","No","No","Negative","NegNo"
"Mix","Medium City","Female","No",1,1.7,"Black&Brown","No","No","Positive","PosNo"
"Non-Sporting","Small City","Male","No",7,5,"White","No","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",1,1.76,"White","No","No","Positive","PosNo"
"Toy","Medium City","Male","Yes",10,4,"White","No","No","Negative","NegNo"
"Non-Sporting","Medium City","Male","No",2,4,"Black","Yes","No","Positive","PosNo"
"Mix","Big City","Male","No",4,8,"Brown","No","No","Negative","NegNo"
"Mix","Medium City","Male","No",1,2,"White","Yes","No","Negative","NegNo"
"Mix","Small City","Male","Yes",4,11,"White&Black","Yes","No","Positive","PosNo"
"Mix","Small City","Male","No",3,8,"Brown","No","No","Negative","NegNo"
"Toy","Medium City","Male","No",3,3.9,"Black&Brown","Yes","Yes","Negative","NegYes"
"Mix","Big City","Male","No",5,6.2,"White","Yes","Yes","Negative","NegYes"
"Miscellaneous","Medium City","Male","Yes",4,13,"White","Yes","Yes","Negative","NegYes"
"Mix","Medium City","Female","No",2,12,"Brown","Yes","Yes","Negative","NegYes"
"Mix","Small City","Female","No",3,6,"White","No","No","Positive","PosNo"
"Miscellaneous","Big City","Male","No",3,17.5,"White","No","No","Negative","NegNo"
"Mix","Medium City","Female","No",1,17,"Brown","No","No","Negative","NegNo"
"Mix","Small City","Female","No",2,4.5,"White","No","Yes","Neutral","NeuYes"
"Mix","Medium City","Female","No",2,7,"Brown","No","No","Negative","NegNo"
"Mix","Metropolis","Female","No",9,7.2,"Etc","No","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",3,10.4,"Brown","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",2,11,"White","No","No","Positive","PosNo"
"Miscellaneous","Medium City","Female","No",1,4.92,"White","No","No","Negative","NegNo"
"Mix","Big City","Female","No",1,2.87,"White","No","No","Positive","PosNo"
"Mix","Metropolis","Male","No",1,1.2,"White","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",4,2.4,"White&Black","No","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",3,10,"White","No","No","Negative","NegNo"
"Non-Sporting","Small City","Male","No",6,4,"White","No","Yes","Negative","NegYes"
"Mix","Small City","Male","No",3,7,"Black","No","No","Negative","NegNo"
"Sporting","Big City","Male","No",6,8.7,"Brown","No","No","Positive","PosNo"
"Mix","Small City","Female","No",1,5,"White","No","No","Positive","PosNo"
"Mix","Big City","Male","No",1,1.1,"Black&Brown","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",2,2.2,"Brown","No","Yes","Negative","NegYes"
"Miscellaneous","Big City","Male","No",4,6.4,"White","Yes","No","Neutral","NeuNo"
"Mix","Small City","Male","No",1,1,"White","No","No","Positive","PosNo"
"Toy","Medium City","Male","No",5,7,"White","Yes","No","Positive","PosNo"
"Mix","Big City","Male","No",6,20,"White","Yes","No","Neutral","NeuNo"
"Hound","Big City","Male","No",1,13,"Black&White&Brown","Yes","No","Positive","PosNo"
"Mix","Medium City","Female","No",8,11,"Brown","No","Yes","Negative","NegYes"
"Mix","Small City","Female","No",2,2,"Brown","No","No","Positive","PosNo"
"Mix","Small City","Male","No",2,6.5,"White&Brown","No","No","Negative","NegNo"
"Mix","Small City","Female","No",1,3,"White","No","No","Negative","NegNo"
"Mix","Medium City","Female","No",2,20,"Brown","No","Yes","Negative","NegYes"
"Toy","Small City","Female","Yes",6,3,"White","Yes","Yes","Negative","NegYes"
"Working","Medium City","Male","No",4,40,"Black&White&Brown","No","Yes","Negative","NegYes"
"Terrier","Big City","Female","No",3,20,"Brown","Yes","No","Positive","PosNo"
"Mix","Medium City","Female","No",3,15,"Black","No","Yes","Negative","NegYes"
"Mix","Medium City","Female","No",1,2.8,"Brown","Yes","No","Positive","PosNo"
"Mix","Big City","Male","No",2,7.4,"Black","No","No","Negative","NegNo"
"Mix","Medium City","Female","No",1,4.5,"White","No","No","Neutral","NeuNo"
"Mix","Medium City","Male","No",1,1.8,"White&Brown","No","No","Positive","PosNo"
"Non-Sporting","Medium City","Male","No",1,3,"Brown","Yes","No","Positive","PosNo"
"Mix","Big City","Male","No",2,3.2,"White","No","No","Neutral","NeuNo"
"Miscellaneous","Big City","Male","No",5,15,"White","No","No","Negative","NegNo"
"Mix","Medium City","Male","No",2,6.8,"White&Brown","No","Yes","Negative","NegYes"
"Toy","Medium City","Male","No",11,4.4,"White&Brown","No","Yes","Negative","NegYes"
"Mix","Medium City","Female","No",3,20,"Brown","No","No","Negative","NegNo"
"Mix","Medium City","Female","No",1,6.42,"Brown","No","No","Negative","NegNo"
"Mix","Small City","Male","No",6,5,"White","No","No","Positive","PosNo"
"Non-Sporting","Medium City","Male","Yes",8,6,"Brown","No","Yes","Negative","NegYes"
"Mix","Small City","Female","No",7,4.5,"White&Black","No","No","Positive","PosNo"
"Terrier","Medium City","Male","Yes",2,13,"White&Black","Yes","No","Negative","NegNo"
"Non-Sporting","Medium City","Female","No",3,5,"Brown","Yes","No","Positive","PosNo"
"Non-Sporting","Small City","Female","No",8,6,"Black","No","Yes","Negative","NegYes"
"Mix","Big City","Male","No",2,16,"White","Yes","No","Negative","NegNo"
"Miscellaneous","Medium City","Female","No",1,15,"Brown","Yes","No","Neutral","NeuNo"
"Non-Sporting","Medium City","Female","No",2,3,"Black","Yes","No","Positive","PosNo"
"Sporting","Medium City","Male","No",7,15,"White&Brown","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",3,10,"White&Brown","Yes","No","Positive","PosNo"
"Mix","Small City","Female","No",4,5,"White","No","No","Positive","PosNo"
"Miscellaneous","Big City","Female","No",1,4.5,"White","Yes","No","Positive","PosNo"
"Mix","Small City","Female","No",1,4.3,"Black&White&Brown","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",4,12,"White&Brown","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",11,4.5,"White","No","Yes","Negative","NegYes"
"Toy","Big City","Female","No",2,3.4,"White&Black","Yes","Yes","Neutral","NeuYes"
"Mix","Medium City","Male","No",1,1,"Brown","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",4,7,"White","No","No","Negative","NegNo"
"Miscellaneous","Big City","Male","No",5,30,"White","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",1,4,"White","No","Yes","Neutral","NeuYes"
"Mix","Medium City","Female","No",1,2,"White","Yes","No","Positive","PosNo"
"Terrier","Medium City","Male","No",2,8,"White&Brown","Yes","No","Positive","PosNo"
"Mix","Small City","Male","No",6,3.9,"White&Brown","Yes","No","Positive","PosNo"
"Mix","Small City","Male","No",2,4.27,"Black&Brown","No","No","Positive","PosNo"
"Mix","Big City","Male","No",4,9.5,"White&Brown","Yes","No","Negative","NegNo"
"Mix","Medium City","Female","No",2,5,"White","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",2,3.4,"White&Brown","No","No","Negative","NegNo"
"Non-Sporting","Big City","Male","No",4,15.5,"White","No","No","Negative","NegNo"
"Non-Sporting","Medium City","Male","Yes",5,5.2,"Black","Yes","No","Neutral","NeuNo"
"Mix","Medium City","Male","No",1,1.4,"White","No","No","Positive","PosNo"
"Toy","Medium City","Female","No",3,2.5,"White","Yes","No","Positive","PosNo"
"Non-Sporting","Big City","Female","No",5,5,"Brown","Yes","No","Negative","NegNo"
"Mix","Medium City","Male","Yes",3,8,"White&Brown","Yes","No","Negative","NegNo"
"Mix","Big City","Male","No",1,5.3,"White&Brown","No","No","Negative","NegNo"
"Mix","Medium City","Male","No",1,4.5,"White&Brown","No","No","Positive","PosNo"
"Toy","Big City","Male","No",9,3.5,"White","No","No","Negative","NegNo"
"Mix","Medium City","Male","No",3,15,"White","No","Yes","Negative","NegYes"
"Mix","Small City","Female","No",7,10,"Brown","No","No","Negative","NegNo"
"Toy","Medium City","Male","No",4,3.5,"White","Yes","Yes","Negative","NegYes"
"Mix","Medium City","Female","No",13,1.8,"Brown","No","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",3,15.7,"White","No","Yes","Negative","NegYes"
"Non-Sporting","Medium City","Male","No",6,5.2,"Brown","No","Yes","Negative","NegYes"
"Non-Sporting","Medium City","Male","Yes",3,9,"White&Black","Yes","No","Positive","PosNo"
"Mix","Small City","Female","No",1,4,"White&Brown","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",2,7,"White&Brown","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",2,20,"White","No","Yes","Negative","NegYes"
"Mix","Metropolis","Female","No",2,1.36,"Black&Brown","Yes","No","Positive","PosNo"
"Toy","Medium City","Male","No",6,1.7,"White","Yes","Yes","Negative","NegYes"
"Mix","Medium City","Female","No",2,2.8,"Black","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",2,15.6,"Brown","No","No","Negative","NegNo"
"Mix","Big City","Male","No",2,7,"Black&Brown","No","No","Negative","NegNo"
"Mix","Metropolis","Male","No",2,4.4,"Black&Brown","Yes","Yes","Negative","NegYes"
"Mix","Small City","Female","No",1,2.13,"Brown","No","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",3,10,"White&Brown","Yes","No","Neutral","NeuNo"
"Non-Sporting","Medium City","Male","No",1,4.4,"Black","Yes","Yes","Neutral","NeuYes"
"Mix","Medium City","Female","No",5,7.4,"Black&White&Brown","No","No","Positive","PosNo"
"Mix","Small City","Male","No",2,3,"Black&Brown","No","No","Positive","PosNo"
"Non-Sporting","Big City","Male","No",4,23,"Black","Yes","Yes","Negative","NegYes"
"Mix","Medium City","Female","Yes",2,7,"Brown","No","No","Neutral","NeuNo"
"Mix","Medium City","Male","No",1,5,"Brown","No","Yes","Negative","NegYes"
"Non-Sporting","Big City","Male","No",2,3,"Brown","Yes","No","Positive","PosNo"
"Mix","Small City","Male","No",2,10,"Black","No","No","Positive","PosNo"
"Miscellaneous","Small City","Female","No",1,6,"White","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,2,"White&Black","Yes","No","Positive","PosNo"
"Mix","Medium City","Female","No",2,6.7,"White&Brown","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",3,15,"White","Yes","No","Negative","NegNo"
"Sporting","Small City","Female","No",2,30,"White","Yes","No","Positive","PosNo"
"Mix","Small City","Male","Yes",11,3.9,"White&Black","No","Yes","Neutral","NeuYes"
"Mix","Big City","Male","No",2,11.2,"White","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",1,2.2,"White","Yes","No","Positive","PosNo"
"Toy","Medium City","Male","Yes",11,4,"Brown","No","Yes","Negative","NegYes"
"Toy","Medium City","Male","No",5,4.65,"White","No","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",1,0.75,"Black&White&Brown","No","No","Positive","PosNo"
"Toy","Small City","Male","No",2,2.1,"White","Yes","Yes","Negative","NegYes"
"Mix","Medium City","Female","No",1,3,"White&Black","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",1,1.2,"Etc","No","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",2,5.5,"White","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",3,5.54,"White","No","Yes","Negative","NegYes"
"Mix","Medium City","Female","No",3,20,"White","No","No","Negative","NegNo"
"Sporting","Small City","Female","No",1,6,"Brown","Yes","Yes","Neutral","NeuYes"
"Toy","Medium City","Male","Yes",4,3.52,"Brown","Yes","No","Neutral","NeuNo"
"Mix","Small City","Male","No",6,25,"Black","No","No","Positive","PosNo"
"Toy","Medium City","Female","No",7,4,"White","No","No","Negative","NegNo"
"Toy","Big City","Male","No",3,3,"White","Yes","Yes","Neutral","NeuYes"
"Mix","Medium City","Male","No",1,2,"Etc","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",6,4.8,"Brown","Yes","No","Negative","NegNo"
"Mix","Small City","Female","No",3,3,"White&Brown","No","No","Positive","PosNo"
"Mix","Small City","Female","No",1,1.7,"White&Brown","No","Yes","Neutral","NeuYes"
"Mix","Medium City","Female","No",2,8.3,"Brown","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",3,6,"White","No","No","Negative","NegNo"
"Mix","Medium City","Male","No",1,2.1,"White&Brown","No","Yes","Neutral","NeuYes"
"Mix","Medium City","Male","No",1,0.5,"Brown","No","No","Negative","NegNo"
"Mix","Small City","Male","No",1,10,"White","Yes","No","Neutral","NeuNo"
"Mix","Medium City","Male","No",6,15,"White","Yes","No","Positive","PosNo"
"Mix","Small City","Male","No",1,8,"Black","Yes","No","Positive","PosNo"
"Mix","Medium City","Female","No",1,7,"Brown","No","No","Negative","NegNo"
"Mix","Medium City","Male","No",1,0.7,"Black&White&Brown","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",3,10,"White&Brown","No","Yes","Negative","NegYes"
"Mix","Medium City","Female","No",2,7,"White&Brown","Yes","No","Negative","NegNo"
"Miscellaneous","Small City","Female","No",1,3.6,"Black&Brown","No","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",1,1.8,"White","Yes","No","Positive","PosNo"
"Mix","Medium City","Female","No",3,7,"White&Black","No","Yes","Neutral","NeuYes"
"Miscellaneous","Medium City","Male","No",4,25,"White","No","Yes","Negative","NegYes"
"Miscellaneous","Medium City","Male","No",4,5,"White","No","Yes","Negative","NegYes"
"Mix","Big City","Male","No",1,2.5,"White","No","Yes","Negative","NegYes"
"Mix","Small City","Female","No",4,3,"White&Brown","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",2,4,"Brown","No","No","Positive","PosNo"
"Mix","Small City","Female","No",1,1.4,"Brown","Yes","Yes","Negative","NegYes"
"Mix","Medium City","Female","No",3,5,"White&Brown","No","No","Positive","PosNo"
"Working","Small City","Male","No",3,20,"White&Black","No","No","Positive","PosNo"
