"character","breed","city_size","gender","surgery","age","weight","color","y","positive","negative","disease","behavior"
"매우 사나움,,","Mix","중소도시","수컷","아니오",4,6.75,"갈",0,0,-1,0,-1
"매우 사나움,,","Mix","중소도시","암컷","아니오",6,6.02,"흰",0,0,-1,0,-1
"매우 사나움,,","Mix","중소도시","암컷","아니오",6,9.45,"흰",0,0,-1,0,-1
"순하고  주황목줄착용,20년 6월18일 폐사,","Sporting","소도시","수컷","아니오",8,27,"검",1,1,0,0,1
"양귀반접힘.코진분홍.경계/칩유무확인불가.,,","Mix","소도시","수컷","아니오",2,18,"흰",0,0,-1,0,-1
"눈곱약간.우후지발목부위거의절단됨.배부위상처.겁많음.소심함.,,","Mix","소도시","수컷","아니오",3,9.1,"흰갈검",0,0,-1,1,-1
"양귀처짐.부정교합.겁있음/사람따름.,,","Mix","소도시","수컷","아니오",5,8,"흰검",0,1,-1,1,0
"입소 후 중성화 수술 완료,,","Mix","거대도시","암컷","예",1,2.9,"갈",0,1,-1,1,0
"순하고사람잘따름,부정교합,칩없음,,","Non-Sporting","대도시","암컷","아니오",4,2,"갈",1,1,-1,1,0
"양귀반접힘.코검정.겁있음/소심함/사람따름.,,","Mix","중소도시","수컷","아니오",1,3,"흰검",0,1,-1,0,0
"양귀옆으로쫑긋. 코진분홍. 겁많음/경계함. 꼬리단미안됨. 털때탐. ,,","Mix","중소도시","수컷","아니오",1,5.4,"갈",0,0,-1,0,-1
"I-12-1-39  갈색+흰색. 순함. 대형포획틀에 잡힘,,","Mix","거대도시","수컷","아니오",3,20,"흰갈",0,1,0,0,1
"거리를 며칠간 배회, 겁이많음,,","Mix","소도시","암컷","아니오",3,6,"흰",0,0,-1,0,-1
"거리를 며칠간 배회, 성격이 순함,,","Mix","소도시","암컷","아니오",1,5,"갈검",0,1,0,0,1
"온순함,,","Mix","소도시","암컷","아니오",2,5,"흰",0,1,0,0,1
"거리를 며칠간 배회, 성격이 순함,,","Mix","소도시","수컷","아니오",3,6,"흰",0,1,0,0,1
"앞다리 찰과상, 피부병 심함,,","Mix","소도시","수컷","아니오",3,6,"갈",0,0,-1,1,-1
"칩x, 5개월 추정, 처진귀 갈색코,소심한 성격, 겁을먹고 웅크리고 있음,,","Mix","거대도시","수컷","아니오",1,5.2,"갈",0,0,-1,0,-1
"아이들만 입소, 1개월추정, 몽실몽실 예쁜발, 사람을 너무 좋아하고 애교많음, ,,","Mix","거대도시","수컷","아니오",1,1.7,"흰",0,1,0,0,1
"아이들만 입소, 1개월 추정, 까만눈, 까만코,제일 소심하지만 사람손길을 좋아함, ,,","Mix","거대도시","암컷","아니오",1,1.5,"흰",1,1,-1,0,0
"아이들만 입소,1개월추정, 형제들중 성격이 제일 사회성좋음, 얼굴도 제일 동글동글 함 ,,","Mix","거대도시","수컷","아니오",1,1.7,"흰",0,1,0,0,1
"대장동계곡 밭에서 아이들만 발견됨, 1개월 추정,사람을 잘따르고 동글동글 최강 귀요미, ,,","Mix","거대도시","암컷","아니오",1,1.6,"흰",1,1,0,0,1
"순하고 영리함, 5개월,,","Mix","소도시","암컷","아니오",1,7,"갈",0,1,0,0,1
"임당동 근린공원 내에서 배회, 다소 겁이 있어요,,","Herding","중소도시","수컷","아니오",3,7,"흰갈",1,0,-1,0,-1
"순함/ 임시보호후 입양예정,,","Herding","소도시","수컷","아니오",2,8,"흰갈",1,1,0,0,1
"들개자견,,","Mix","대도시","수컷","아니오",1,4.3,"흰",1,0,-1,0,-1
"들개자견,,","Mix","대도시","수컷","아니오",1,4.5,"흰검",0,0,-1,0,-1
"피부병 살짝 있음, 치석많음,,","Toy","대도시","암컷","아니오",6,3,"흰",1,0,-1,1,-1
"사람을 잘 따름,,","Mix","소도시","암컷","아니오",5,6,"흰",0,1,0,0,1
"오른쪽 눈 실명,,","Herding","중소도시","수컷","아니오",3,18,"흰검",0,0,-1,1,-1
"사람을 경계하나 공격적이지 않음,,","Mix","중소도시","암컷","아니오",2,13,"흰갈",1,0,-1,0,-1
"성격 온순한 편임,,","Mix","중소도시","암컷","아니오",5,5.6,"흰갈",0,1,0,0,1
"건강상태 양호함,,","Mix","중소도시","암컷","아니오",2,15,"흰검",0,1,0,0,1
"우측 어깨에 수술?한 자국, 살짝 믹스느낌의 어여쁜 아기강아지, 겁을 먹어서그런지 까칠한 성격이에요,,","Toy","대도시","수컷","예",2,3,"흰",1,1,-1,1,0
"활발한 깨방정 청년. 그정도로 활발하면 춥지는 않겠다...그래도 집에 들어가자!,,","Non-Sporting","대도시","수컷","예",1,7,"갈",1,1,0,0,1
"530,531 함께 구조, 갈색 목줄 착용, 털 뭉쳐있음, 사람 좋아하고 활발함,,","Non-Sporting","중소도시","수컷","아니오",3,4.5,"갈",1,1,0,0,1
"빨간목줄 착용, 잠복 고환, 겁 많고 순함,,","Mix","중소도시","수컷","아니오",1,6,"흰",1,1,-1,0,0
"구조 후, 설사 끼가 있었음. 신고자분께서 데리고 있음.,,","Toy","소도시","수컷","예",3,2.3,"흰",1,0,-1,1,-1
"12-45, 칩없음, 예쁘고 순한 아이,,","Toy","중소도시","암컷","아니오",4,3,"흰",1,1,0,0,1
"순함, 3개월령,,","Mix","대도시","수컷","아니오",1,4.77,"갈",0,1,0,0,1
"순함,,","Mix","대도시","암컷","아니오",1,4.76,"갈",0,1,0,0,1
"매우온순함,,","Toy","중소도시","수컷","아니오",7,5.5,"흰갈",1,1,0,0,1
"겁이다소 있으며, 온순함,,","Mix","중소도시","수컷","아니오",1,2.6,"갈검",0,1,-1,0,0
"겁이 다소 있으며, 온순함,,","Mix","중소도시","수컷","아니오",1,3.7,"흰갈",0,1,-1,0,0
"장기 방치견 피모불량,진드기 감염,,","Mix","중소도시","수컷","아니오",4,8.5,"갈검",1,0,-1,1,-1
"피부상태 좋지 않음, 소심하고 얌전한 아이,,","Mix","대도시","암컷","아니오",1,3,"갈",0,0,-1,1,-1
"뒷다리 못씀,,","Mix","중소도시","수컷","아니오",3,15,"흰",0,0,-1,1,-1
"비교적 양호한것으로 사료됨. 아무것도 안 먹고 많이겁먹고있음,,","Mix","중소도시","암컷","아니오",1,13.5,"흰갈검",1,1,-1,0,0
"순함.사람잘따름,,","Toy","중소도시","수컷","아니오",4,3.5,"흰",1,1,0,0,1
"감기증세,,","Mix","중소도시","암컷","아니오",1,1,"갈",0,0,-1,1,-1
"감기증세,,","Mix","중소도시","수컷","아니오",1,1,"흰검",0,0,-1,1,-1
"감기증세,,","Mix","중소도시","수컷","아니오",1,1,"흰검",0,0,-1,1,-1
"순함,종이상자안에서 발견,,","Mix","소도시","수컷","아니오",1,3.6,"흰검",0,1,-1,0,0
"양안 눈물자국 , 사람을 피함, 소심,,","Mix","소도시","암컷","아니오",2,11.48,"흰",0,0,-1,0,-1
"경계심이 많고 사납다. 친화력이 부족하여 분양에 적합하지 않다 ,,","Miscellaneous","소도시","암컷","아니오",2,17,"흰",0,0,-1,0,-1
"순함,,","Mix","소도시","수컷","아니오",1,5,"갈",0,1,0,0,1
"순함,,","Mix","소도시","수컷","아니오",1,1,"흰",0,1,0,0,1
"순함,,","Mix","소도시","암컷","아니오",1,1,"흰",0,1,0,0,1
"순함,,","Mix","거대도시","암컷","아니오",4,7,"기타",0,1,0,0,1
"I-12-1-37  흰색+연갈색. 왼쪽앞다리 잘 못디딤. 병원이송,,","Mix","거대도시","수컷","아니오",2,7.8,"흰갈",0,0,-1,1,-1
"동네를배회함,순함,,","Mix","대도시","수컷","아니오",5,7,"갈",1,1,0,0,1
"조금소심하고예민,하지만순함,,","Mix","대도시","암컷","아니오",5,6,"흰갈",0,1,-1,0,0
"순함,사람잘따름,,","Herding","대도시","암컷","아니오",1,8,"흰갈",1,1,0,0,1
"목줄착용, 사나움,,","Miscellaneous","중소도시","수컷","아니오",8,25,"흰",0,0,-1,0,-1
"양귀쫑긋. 코검정. 겁있음. 소심함. 사람따름. 꼬리단미안됨. 털상태 양호.,,","Mix","중소도시","수컷","아니오",2,7.2,"흰갈",0,1,-1,0,0
"양귀처짐. 눈물자국. 눈곱. 코검정. 전체적으로 털엉킴/도깨비바늘 오염. 꼬리단미안됨.,,","Mix","중소도시","수컷","아니오",4,4.4,"흰",1,0,-1,0,-1
"교통사고, 좌후지골절, 답지부전,,","Mix","대도시","수컷","아니오",3,11.27,"흰갈",0,0,-1,1,-1
"순함, 5개월령, 붉은 목줄,,","Mix","대도시","수컷","아니오",1,9.25,"갈",0,1,0,0,1
"양귀쫑긋. 코검정. 겁많음/서서히 다가가면괜찮음. 꼬리단미안됨. 털상태 양호.,,","Mix","소도시","수컷","아니오",2,20,"흰갈",0,1,-1,0,0
"빨간바탕+노란줄 목걸이/낡은사슬리드줄. 양귀쫑긋. 코분홍. 겁많음. 으르렁거림. 칩없음. 꼬리단미안됨.,,","Mix","중소도시","수컷","아니오",4,34,"흰",0,0,-1,0,-1
"흰끈에묶임. 양귀쫑긋. 코검정. 사람따름/좋아함. 꼬리단미안됨.,,","Mix","소도시","수컷","예",4,11,"흰검",1,1,0,0,1
"눈물자국 심함. 코검정. 얌전함. 꼬리단미안됨. 털상태 양호. 양슬개골 심함. 부정교합.,공고후 안락사,","Toy","중소도시","수컷","예",11,4.4,"흰갈",0,1,-1,1,0
"순함,,","Terrier","거대도시","수컷","아니오",1,2.1,"검",1,1,0,0,1
"교통사고로대퇴부골절로보행이불편,오른쪽눈콧등에상처가심함,,","Mix","중소도시","암컷","아니오",3,18.5,"흰",0,0,-1,1,-1
"금정 1-227, 빨간색+파란색목줄, 공격성, 동물등록칩확인불가,,","Mix","중소도시","수컷","아니오",4,8.2,"갈",0,0,-1,0,-1
"검정+징박힌 목걸이. 양귀처짐. 눈물자국. 코검정. 겁있음. 얌전함. 사람따름. 꼬리단미안됨. 털상태 양호.,,","Mix","중소도시","수컷","아니오",2,5.8,"갈검",0,1,-1,0,0
"흰옷/방울+빨간목걸이. 눈곱심함. 앞아랫니 하나 빠짐. 피부질환. 사람좋아함. 단미됨. 양슬개골.,,","Toy","중소도시","수컷","아니오",11,2.3,"갈검",0,1,-1,1,0
"칩x, 사람을 너무좋아해서 사람에게 꼭 붙어있고 싶어함, 착한아이 손잡아주세요,,","Toy","거대도시","수컷","예",2,4.2,"흰",1,1,0,0,1
"칩x, 4개월 추정,처진귀, 까만코,겁이많아 무서워하여 입질있음, ,,","Mix","거대도시","암컷","아니오",1,3.9,"갈",0,0,-1,1,-1
"칩x,빨간색목줄착용,  근처에 오는것도 허락하지않음, 입질심함, 적응후 공고수정예정 ,,","Mix","거대도시","수컷","아니오",3,5.2,"흰검",0,0,-1,1,-1
"남매들만 입소,1개월 추정, 진한갈색코, 끝만처진귀, 너무 깜찍한 얼굴,소심하지만 사람을 좋아함,,","Mix","거대도시","암컷","아니오",1,1.7,"갈",1,1,-1,0,0
"남매둘만 입소,1개월 추정, 손바닥만큼 작은아이, 네 발만 흰색, 사람을 좋아하여 애교많음,,","Mix","거대도시","수컷","아니오",1,1.6,"검",1,1,0,0,1
"사나움,5개월,,","Mix","소도시","암컷","아니오",1,8,"흰",0,0,-1,0,-1
"생후 60일, 어미와 함께 구조, 귀여워요,,","Mix","중소도시","수컷","아니오",1,3.6,"흰",0,1,0,0,1
"생후 60일, 어미와 함께 구조, 귀여워요,,","Mix","중소도시","암컷","아니오",1,3,"흰",0,1,0,0,1
"생후 60일, 어미와 함께 구조, 귀여워요,,","Mix","중소도시","암컷","아니오",1,3.5,"흰",1,1,0,0,1
"장애인 종합복지관 내 1~2일 떠돌아다님, 목줄있음,,","Mix","소도시","암컷","아니오",4,7,"흰갈",0,0,-1,1,-1
"건강상태 양호,,","Mix","소도시","수컷","아니오",4,10,"검",0,1,0,0,1
"건강상태 양호,,","Mix","소도시","수컷","아니오",4,15,"흰",0,1,0,0,1
"교통사고로 인한 부상,,","Mix","소도시","수컷","아니오",8,20,"갈",0,0,-1,1,-1
"온순하면서 잘따름,,","Mix","소도시","암컷","아니오",1,3.5,"검",0,1,0,0,1
"온순하면서 잘따름,,","Mix","소도시","수컷","아니오",1,3.3,"검",0,1,0,0,1
"온순하면서 잘따름,,","Mix","소도시","수컷","아니오",1,3.5,"흰",0,1,0,0,1
"털이 심하게 엉켜있음,,","Non-Sporting","대도시","수컷","예",3,7,"갈",1,0,-1,0,-1
"유루증이심함,,","Toy","대도시","수컷","아니오",3,3.2,"흰",1,0,-1,0,-1
"사람을 잘 따름,,","Miscellaneous","중소도시","수컷","아니오",3,20,"흰",0,1,0,0,1
"사람을 잘 따름,,","Sporting","중소도시","암컷","아니오",3,20,"흰갈",0,1,0,0,1
"종이상자에 4마리 함께 발견됨,,","Miscellaneous","중소도시","암컷","아니오",1,3,"갈검",0,0,-1,0,-1
"종이상자에 4마리 함께 발견,,","Miscellaneous","중소도시","암컷","아니오",1,3,"갈검",0,0,-1,0,-1
"종이상자에 4마리 함께 발견,,","Miscellaneous","중소도시","암컷","아니오",1,3,"갈검",0,0,-1,0,-1
"종이상자에 4마리 함계 발견,,","Miscellaneous","중소도시","암컷","아니오",1,3,"갈검",0,0,-1,0,-1
"성격 까칠함,,","Miscellaneous","중소도시","수컷","아니오",3,14,"흰갈",1,0,-1,0,-1
"건강상태 양호,,","Mix","중소도시","암컷","아니오",1,2,"흰갈",0,1,0,0,1
"경계심 높음,묽은변,,","Mix","중소도시","암컷","아니오",2,3,"흰",0,0,-1,0,-1
"착함 순함 사람을 아주 좋아하고 잘 따르는아이 ,,","Non-Sporting","대도시","암컷","아니오",2,4,"검",1,1,0,0,1
"온순함,,","Sporting","소도시","수컷","아니오",3,7,"갈",0,1,0,0,1
"사나움,,","Mix","소도시","수컷","아니오",2,4,"흰",0,0,-1,0,-1
"온순함,,","Mix","소도시","수컷","아니오",1,7,"검",0,1,0,0,1
"온순함.,,","Mix","소도시","암컷","아니오",4,12,"갈검",0,1,0,0,1
"사나움.,,","Miscellaneous","소도시","수컷","아니오",4,15,"흰",0,0,-1,0,-1
"성격이 온순함 ,,","Toy","소도시","수컷","아니오",2,5,"갈",1,1,0,0,1
"성격이 활발함. ,,","Miscellaneous","소도시","수컷","아니오",2,5,"흰",0,1,0,0,1
"상태양호,,","Mix","소도시","수컷","아니오",3,3,"흰검",0,1,0,0,1
"12-44, 칩없음, 겁이 많음, 목줄착용,,","Miscellaneous","중소도시","수컷","아니오",3,15,"흰",1,0,-1,0,-1
"교통사고, 우후지골절, 두정부충혈,,","Mix","대도시","수컷","아니오",2,11.32,"흰",0,0,-1,1,-1
"순함,,","Mix","대도시","수컷","아니오",3,7.83,"갈",0,1,0,0,1
"교통사고,후지마비,예후불량,기립불능,,","Mix","중소도시","암컷","아니오",2,13,"갈",0,0,-1,1,-1
"약간 소심하지만 순하고 귀여운 아이,,","Mix","대도시","수컷","아니오",1,3.15,"갈",0,1,-1,0,0
"전신 피부병 심함,,","Non-Sporting","중소도시","수컷","아니오",9,4,"갈",0,0,-1,1,-1
"양호,,","Mix","중소도시","암컷","아니오",4,6.5,"갈",1,1,0,0,1
"양호,,","Mix","중소도시","암컷","아니오",1,7.2,"검",1,1,0,0,1
"순함,,","Toy","중소도시","수컷","아니오",6,3.7,"흰",1,1,0,0,1
"나이미상. 교통사고로인한 장파열. 입소시자연사. 빨간목줄.,,","Mix","대도시","수컷","예",1,8.3,"흰갈",0,0,-1,1,-1
"온순함,,","Mix","대도시","암컷","예",2,4.9,"흰검",1,1,0,0,1
"약간 경계심 있음.,,","Mix","대도시","수컷","예",3,7.2,"흰검",1,0,-1,0,-1
"조금 예민함.,,","Mix","대도시","암컷","예",2,8.2,"흰검",1,0,-1,0,-1
"중성화 안되어 있음.,,","Toy","대도시","수컷","아니오",2,5.4,"갈검",1,1,0,0,1
"강아지5마리입소/백신1차접종/구충제복용,,","Mix","중소도시","암컷","아니오",1,3,"갈",0,0,-1,1,-1
"강아지5마리입소/백신1차접종/구충제복용,,","Mix","중소도시","수컷","아니오",1,3.1,"갈",0,0,-1,1,-1
"강아지5마리입소/백신1차접종/구충제복용,,","Mix","중소도시","수컷","아니오",1,3.6,"갈",0,0,-1,1,-1
"강아지5마리입소/백신1차접종/구충제복용,,","Mix","중소도시","암컷","아니오",1,3,"갈",0,0,-1,1,-1
"강아지5마리입소/백신1차접종/구충제복용,,","Mix","중소도시","수컷","아니오",1,2.9,"갈",0,0,-1,1,-1
"왼쪽 앞다리 기형,,","Mix","중소도시","암컷","아니오",1,1,"갈",1,0,-1,1,-1
"8마리함께들어옴,귀여움,순함,2개월추정,,","Mix","대도시","암컷","아니오",1,1.8,"흰갈검",0,1,0,0,1
"8마리함께들어옴,귀여움,순함,2개월추정,,","Mix","대도시","수컷","아니오",1,2.1,"흰갈검",0,1,0,0,1
"8마리함께들어옴,귀여움,순함,2개월추정,,","Mix","대도시","수컷","아니오",1,2.3,"흰검",1,1,0,0,1
"8마리함께들어옴,귀여움,순함,2개월추정,,","Mix","대도시","수컷","아니오",1,2.3,"흰검",0,1,0,0,1
"8마리함께들어옴,귀여움,순함,2개월추정,,","Mix","대도시","수컷","아니오",1,2.1,"흰",1,1,0,0,1
"8마리함께들어옴,귀여움,순함,2개월추정,,","Mix","대도시","암컷","아니오",1,2.1,"흰",0,1,0,0,1
"8마리함께들어옴,귀여움,순함,2개월추정,,","Mix","대도시","암컷","아니오",1,2.3,"흰",0,1,0,0,1
"8마리함께들어옴,귀여움,순함,,,","Mix","대도시","암컷","아니오",1,2.5,"흰",0,1,0,0,1
"콧물/눈꼽 /활발함,,","Sporting","중소도시","수컷","아니오",2,27,"검",1,1,-1,1,0
"매우 순함, 귀여움,,","Herding","중소도시","수컷","아니오",1,4.5,"흰갈",1,1,0,0,1
"붉은 코, 들개, 포악,,","Mix","소도시","수컷","아니오",3,21.32,"흰",0,0,-1,0,-1
"후지가 불편해보임,,","Mix","중소도시","암컷","아니오",4,5,"흰갈",0,0,-1,1,-1
"많이짖음 빨간코,,","Mix","대도시","암컷","아니오",2,6,"흰",0,0,-1,0,-1
"약간경계,,","Mix","대도시","암컷","아니오",2,6,"흰검",0,0,-1,0,-1
"사나움,,","Mix","소도시","암컷","아니오",4,6,"흰",0,0,-1,0,-1
"패딩옷 3벌착용 온순함,,","Mix","중소도시","암컷","아니오",3,4.2,"흰검",0,1,0,0,1
"한쪽눈 백내장의심,순하고밝음,,","Toy","대도시","암컷","아니오",6,4,"흰갈",1,1,-1,1,0
"순함,눈꼽많이낌,,","Toy","대도시","수컷","예",6,5,"흰",1,1,-1,0,0
"나무에묶인채발견,순함,,","Miscellaneous","대도시","암컷","아니오",4,19,"흰",0,1,0,0,1
"초록목줄/분홍파랑체크무늬 리드줄. 양귀쫑긋. 코분홍. 얌전함. 사람따름. 꼬리단미안됨. 돌변주의.,,","Toy","중소도시","수컷","아니오",2,3.4,"흰",1,1,0,0,1
"포메라니안혼종인듯. 양귀쫑긋. 앉아할줄앎. 활발함. 사람좋아함. 아랫턱나옴/부정교합.,공고후 안락사,","Toy","중소도시","수컷","아니오",2,6.9,"흰",0,1,-1,1,0
"온순함,,","Non-Sporting","거대도시","수컷","아니오",6,5.3,"갈",1,1,0,0,1
"턱뼈가 녹아내림/기력없음/소모성질환에 노출된것으로 보임/,,","Toy","거대도시","수컷","예",19,2.3,"흰",0,0,-1,1,-1
"경계심/사나움,,","Mix","중소도시","암컷","아니오",1,5.1,"갈",0,0,-1,0,-1
"경계심/눈주위상처,,","Miscellaneous","중소도시","수컷","아니오",4,19,"흰",0,0,-1,1,-1
"양귀반접힘.겁있음.사람따름.,,","Mix","대도시","수컷","아니오",1,3.2,"갈검",0,1,-1,0,0
"농업기술센터 인근을 배회하다가 발견, 발견당시 목줄미착용, 순함,,","Mix","소도시","수컷","아니오",2,7,"갈",0,1,0,0,1
